property_type,surface_total_in_m2,borough,lat,lon
apartment,,Venustiano Carranza,19.406622,-99.124168
house,,Cuajimalpa de Morelos,19.360048,-99.299593
apartment,,Cuauhtémoc,19.456439,-99.144414
apartment,,Benito Juárez,21.16914,-86.864693
house,600.0,Isla Mujeres,,
apartment,,Cuauhtémoc,19.405526,-99.165735
apartment,,Benito Juárez,19.368063,-99.162134
house,,Coyoacán,19.316215,-99.131567
house,,Azcapotzalco,19.472128,-99.146697
apartment,,Cuajimalpa de Morelos,19.366934,-99.291958
apartment,0.0,Benito Juárez,21.143750714,-86.7879581451
house,348.0,Benito Juárez,21.1128093238,-86.7670610547
apartment,0.0,Miguel Hidalgo,,
apartment,,Benito Juárez,19.395268,-99.175265
house,,Miguel Hidalgo,19.387672,-99.242352
house,300.0,Benito Juárez,21.140179,-86.828308
apartment,0.0,Tlalpan,19.3037798,-99.2031471
house,,Tláhuac,19.241568,-98.992172
house,299.0,Benito Juárez,21.082655,-86.857162
apartment,238.0,Benito Juárez,21.1315809,-86.8585819
apartment,,Benito Juárez,19.39229,-99.182018
house,,Álvaro Obregón,19.352528,-99.217276
house,,Álvaro Obregón,19.336597,-99.202001
house,,Cancún,21.164147,-86.868479
apartment,,Iztacalco,19.402478,-99.120531
house,,Xochimilco,,
house,,Coyoacán,19.343563,-99.168624
apartment,,Benito Juárez,19.364891,-99.148384
apartment,,Benito Juárez,19.39365,-99.14769
apartment,,Gustavo A. Madero,19.538431,-99.143669
apartment,,Álvaro Obregón,19.335033,-99.200347
apartment,,Benito Juárez,19.381646,-99.179944
apartment,,Álvaro Obregón,19.356818,-99.188926
apartment,0.0,Tláhuac,19.2990233,-99.0436467
house,100.0,Iztapalapa,19.3176966,-99.0612554
apartment,,Benito Juárez,19.387131,-99.147493
house,,Benito Juárez,20.867985,-86.893543
apartment,,Azcapotzalco,19.493185,-99.205755
apartment,,Iztacalco,19.410307,-99.065399
apartment,,Benito Juárez,19.364891,-99.148384
apartment,,Benito Juárez,19.391074,-99.165737
house,,Azcapotzalco,19.464928,-99.180214
apartment,,Álvaro Obregón,19.355921,-99.180214
apartment,,Iztacalco,19.410307,-99.065399
apartment,56.0,Iztapalapa,,
apartment,,Gustavo A. Madero,19.49141,-99.092897
apartment,125.0,Álvaro Obregón,19.3349552,-99.2233579
apartment,65.0,Venustiano Carranza,19.4262059996,-99.060716629
apartment,,Coyoacán,19.350054,-99.123847
house,100.0,Milpa Alta,19.1858525,-99.0764613
apartment,,Azcapotzalco,19.477827,-99.216217
apartment,,Coyoacán,19.354509,-99.149765
house,,Xochimilco,19.263583,-99.130106
apartment,,Iztapalapa,19.318989,-99.094437
house,398.0,Tlalpan,19.3024064,-99.2018433
apartment,,Cuauhtémoc,19.439253,-99.163605
apartment,,Miguel Hidalgo,19.402944,-99.199727
apartment,0.0,Miguel Hidalgo,,
house,180.0,Iztapalapa,19.364601,-99.124863
house,,Álvaro Obregón,19.394497,-99.205925
apartment,,Cuauhtémoc,19.41498,-99.177444
apartment,,Venustiano Carranza,19.452253,-99.124704
store,0.0,Solidaridad,20.6295586,-87.0738851
apartment,,Miguel Hidalgo,19.428324,-99.176337
apartment,,Benito Juárez,19.393431,-99.175782
house,,Azcapotzalco,19.473907,-99.177444
apartment,,Benito Juárez,,
apartment,50.0,Cuauhtémoc,19.418058,-99.131088
apartment,,Cuajimalpa de Morelos,,
apartment,0.0,Tláhuac,19.2990233,-99.0436467
apartment,70.0,Benito Juárez,19.3809507,-99.1366219
apartment,,Miguel Hidalgo,23.634501,-102.552788
house,131.0,Cancún,,
apartment,,Miguel Hidalgo,19.443702,-99.166637
apartment,0.0,Solidaridad,20.613375,-87.089897
apartment,,Cuauhtémoc,19.443178,-99.144234
apartment,,Venustiano Carranza,19.452365,-99.124572
apartment,,Iztapalapa,19.373043,-99.048758
apartment,,Venustiano Carranza,19.424449,-99.139442
house,235.0,Tlalpan,19.301271,-99.139389
house,,Tlalpan,19.283032,-99.22548
house,,Gustavo A. Madero,19.457458,-99.065399
apartment,,Miguel Hidalgo,19.399335,-99.255145
apartment,,Cuauhtémoc,19.444538,-99.162752
house,,La Magdalena Contreras,,
apartment,,Cuauhtémoc,19.422887,-99.155277
apartment,58.0,Solidaridad,20.6344183603,-87.0652167499
apartment,,Tlalpan,19.275206,-99.218292
house,,Tlalpan,19.283831,-99.236992
apartment,,Benito Juárez,23.634501,-102.552788
apartment,,Iztapalapa,19.371211,-99.025197
apartment,,Álvaro Obregón,19.333981,-99.233654
apartment,,Benito Juárez,19.399649,-99.165891
apartment,,Miguel Hidalgo,19.429392,-99.181017
house,83.0,Álvaro Obregón,19.3360288,-99.2021638
apartment,0.0,Benito Juárez,19.3692406,-99.1497664
apartment,,Iztapalapa,19.383948,-99.067884
house,340.0,Miguel Hidalgo,19.455666,-99.188522
apartment,,Benito Juárez,19.362511,-99.166374
house,0.0,Solidaridad,20.628505,-87.079752
apartment,242.0,Benito Juárez,19.381729,-99.164986
store,800.0,La Magdalena Contreras,19.311710365,-99.2597150803
apartment,,Benito Juárez,19.383564,-99.177057
house,,Álvaro Obregón,19.332306,-99.204203
apartment,193.0,Tlalpan,19.301081,-99.216217
apartment,,Álvaro Obregón,19.367424,-99.200287
apartment,,Benito Juárez,21.151095,-86.852076
house,513.0,Miguel Hidalgo,19.4267831,-99.2185954
apartment,,Azcapotzalco,19.511198,-99.200576
apartment,0.0,Cuajimalpa de Morelos,19.3847298,-99.2604287
apartment,174.0,Benito Juárez,,
apartment,208.0,Solidaridad,20.626583,-87.078659
house,620.0,Cuajimalpa de Morelos,19.3904162,-99.2550003
apartment,,Benito Juárez,23.634501,-102.552788
apartment,,Gustavo A. Madero,19.477476,-99.093448
apartment,,Miguel Hidalgo,19.449216,-99.175596
apartment,,Benito Juárez,19.372684,-99.183678
house,,Álvaro Obregón,19.317796,-99.271215
apartment,,Coyoacán,19.34189,-99.166374
house,,Gustavo A. Madero,19.448556,-99.063479
apartment,272.0,Álvaro Obregón,19.3863928,-99.2255625
house,135.0,Coyoacán,19.3348416,-99.1523009
apartment,,Benito Juárez,19.372803,-99.165733
apartment,,Cuauhtémoc,19.408904,-99.174556
apartment,,Iztacalco,,
apartment,86.0,Azcapotzalco,19.4653758,-99.1589568
apartment,,Álvaro Obregón,19.339161,-99.205826
apartment,99.0,Benito Juárez,19.3867842,-99.1771664
house,250.0,Tlalpan,19.2947813,-99.1306967
apartment,,Cuajimalpa de Morelos,19.369814,-99.29186
apartment,,Benito Juárez,23.634501,-102.552788
apartment,0.0,Benito Juárez,21.1983978,-86.826621
apartment,50.0,Iztapalapa,19.33427,-99.083374
apartment,,Tlalpan,19.283844,-99.145707
house,,Tlalpan,19.281164,-99.20237
apartment,,Cuauhtémoc,19.44365,-99.141269
house,1600.0,Iztapalapa,19.3736392926,-99.0193542838
house,,Álvaro Obregón,19.342316,-99.226668
apartment,,Álvaro Obregón,19.331932,-99.246689
house,,Cuauhtémoc,19.441733,-99.161653
house,,Gustavo A. Madero,19.489048,-99.093192
apartment,,Benito Juárez,,
apartment,726.0,Cuauhtémoc,19.4400965,-99.1529456
house,0.0,Solidaridad,,
apartment,128.0,Benito Juárez,19.399982,-99.150884
apartment,0.0,Cuajimalpa de Morelos,19.3499358,-99.2906864
apartment,,Cuauhtémoc,19.412142,-99.146127
house,90.0,Solidaridad,,
store,,La Magdalena Contreras,19.30305,-99.233435
house,,Coyoacán,19.332161,-99.134352
apartment,0.0,Cuauhtémoc,19.4302678,-99.1373136
house,,La Magdalena Contreras,19.305232,-99.240232
house,,Benito Juárez,19.365751,-99.144961
house,,Gustavo A. Madero,19.485292,-99.119214
apartment,,Gustavo A. Madero,19.474427,-99.088528
apartment,,Miguel Hidalgo,19.400249,-99.177444
apartment,71.0,Miguel Hidalgo,19.444723,-99.186447
house,,Cuajimalpa de Morelos,19.392937,-99.263313
apartment,,Cuauhtémoc,19.45178,-99.15709
apartment,,Miguel Hidalgo,19.434723,-99.175887
apartment,,Álvaro Obregón,19.387209,-99.222038
apartment,,Benito Juárez,19.372684,-99.183678
house,355.0,La Magdalena Contreras,19.3214747362,-99.2309335247
apartment,,Iztacalco,19.392349,-99.07093
apartment,0.0,Tláhuac,19.2990233,-99.0436467
apartment,,Benito Juárez,19.403193,-99.157761
store,40.0,Coyoacán,19.3421640106,-99.1820597649
apartment,0.0,Benito Juárez,21.129547,-86.817017
apartment,,Cuauhtémoc,,
house,,Tlalpan,19.280588,-99.155304
apartment,0.0,Solidaridad,,
house,,Álvaro Obregón,19.324613,-99.211893
apartment,,Álvaro Obregón,19.359732,-99.253887
apartment,,Benito Juárez,19.371132,-99.173156
house,49.0,Iztapalapa,19.32469,-99.039146
apartment,,Benito Juárez,19.381946,-99.185659
apartment,0.0,Benito Juárez,19.367424,-99.185753
apartment,,Miguel Hidalgo,19.40201,-99.174279
apartment,,Tláhuac,19.305666,-99.051631
apartment,,Álvaro Obregón,19.338055,-99.195359
apartment,,Miguel Hidalgo,19.410833,-99.192222
apartment,,Azcapotzalco,19.474655,-99.189277
apartment,,Álvaro Obregón,19.384327,-99.215523
apartment,,Cuauhtémoc,19.446829,-99.159454
house,208.0,Coyoacán,19.336697,-99.152534
apartment,,Miguel Hidalgo,19.443759,-99.203162
apartment,555.0,Cuajimalpa de Morelos,,
apartment,91.0,Benito Juárez,21.129547,-86.817017
house,,Venustiano Carranza,19.424247,-99.055491
house,,La Magdalena Contreras,19.306255,-99.234777
apartment,,Coyoacán,19.314545,-99.140672
house,,Gustavo A. Madero,19.515243,-99.132178
apartment,130.0,Cuauhtémoc,19.4133562,-99.1736095
house,325.0,La Magdalena Contreras,19.3271667,-99.2245237
house,,Coyoacán,19.30241,-99.109299
house,,Álvaro Obregón,19.353592,-99.177275
house,120.0,Benito Juárez,21.1330919,-86.8663576
apartment,0.0,Benito Juárez,19.3765891,-99.1531067
apartment,0.0,Álvaro Obregón,19.358585,-99.185753
apartment,,Miguel Hidalgo,,
apartment,19.0,Cuauhtémoc,19.4281587716,-99.1459733248
apartment,,Benito Juárez,19.399565,-99.162555
apartment,,Benito Juárez,,
apartment,,Iztapalapa,19.328887,-99.070084
apartment,,Cuauhtémoc,19.404442,-99.162688
apartment,,Benito Juárez,19.392172,-99.154625
apartment,83.0,Benito Juárez,19.3981280251,-99.1629248857
apartment,,Iztacalco,19.39556,-99.07988
apartment,,Benito Juárez,19.394073,-99.153915
house,507.0,Álvaro Obregón,19.371342,-99.253616
house,,Iztacalco,19.382139,-99.127632
apartment,,Miguel Hidalgo,23.634501,-102.552788
apartment,,Cuauhtémoc,19.409369,-99.171906
house,998.0,Miguel Hidalgo,19.3960473,-99.2529911
apartment,,Benito Juárez,,
house,,Miguel Hidalgo,19.43004,-99.179056
apartment,167.0,Miguel Hidalgo,,
house,417.0,Solidaridad,20.65593,-87.05368
apartment,0.0,Cuajimalpa de Morelos,,
apartment,,Benito Juárez,23.634501,-102.552788
apartment,,Benito Juárez,19.39867,-99.154329
house,,Xochimilco,19.255997,-99.087524
house,,Álvaro Obregón,19.332015,-99.201427
apartment,,Benito Juárez,19.387579,-99.170353
apartment,,Benito Juárez,19.381729,-99.164986
apartment,,Cuajimalpa de Morelos,19.355751,-99.299347
apartment,,Benito Juárez,19.39867,-99.154329
apartment,,Cuauhtémoc,19.429615,-99.138395
house,800.0,Miguel Hidalgo,19.401079,-99.24807
apartment,,Azcapotzalco,19.484703,-99.211365
apartment,51.0,Venustiano Carranza,19.4263729473,-99.060831964
apartment,,Benito Juárez,19.394628,-99.143842
house,,Azcapotzalco,19.47631,-99.17694
house,122.0,Benito Juárez,21.129547,-86.817017
apartment,,Benito Juárez,19.394073,-99.153915
apartment,,Benito Juárez,19.400785,-99.147419
apartment,,Benito Juárez,19.367025,-99.170349
house,50.0,Iztapalapa,19.3785877805,-99.0400628463
house,308.0,Coyoacán,19.3358899913,-99.1339369118
apartment,72.0,Cuauhtémoc,19.442791,-99.124128
apartment,,Miguel Hidalgo,19.45756,-99.194748
apartment,,Iztacalco,19.399671,-99.09683
apartment,,Miguel Hidalgo,19.445744,-99.174986
apartment,,Tlalpan,19.291001,-99.123926
apartment,,Miguel Hidalgo,19.443178,-99.20237
house,,Iztapalapa,19.321668,-99.096987
apartment,,Gustavo A. Madero,19.487416,-99.118006
house,,Álvaro Obregón,19.367024,-99.180497
apartment,,Benito Juárez,19.382649,-99.143384
apartment,96.0,Álvaro Obregón,19.3857894838,-99.2225182056
apartment,280.0,Cuajimalpa de Morelos,19.390415,-99.254997
apartment,92.0,Solidaridad,20.6342709,-87.0721772
apartment,,Coyoacán,19.323772,-99.116562
apartment,,Iztapalapa,19.32469,-99.039146
apartment,,Gustavo A. Madero,19.506042,-99.153915
apartment,,Benito Juárez,19.366081,-99.139389
apartment,0.0,Solidaridad,20.6801688174,-87.0356655121
apartment,100373.0,Solidaridad,20.6654480548,-87.030158937
store,0.0,Solidaridad,20.6193894103,-87.0927214622
house,,Benito Juárez,19.39365,-99.14769
apartment,107.0,Benito Juárez,21.149204,-86.833328
apartment,50.0,Iztapalapa,,
apartment,0.0,Venustiano Carranza,19.4306069,-99.0949899
apartment,0.0,Tláhuac,19.2990233,-99.0436467
apartment,83.0,Iztapalapa,19.342083,-99.0532159
apartment,,Cuauhtémoc,19.427607,-99.160835
apartment,0.0,Solidaridad,20.6353546396,-87.0803833008
apartment,0.0,Benito Juárez,21.129547,-86.817017
apartment,,Azcapotzalco,19.470991,-99.168165
apartment,,Cuauhtémoc,19.441382,-99.131028
house,77.0,Solidaridad,20.6334268518,-87.0684099197
apartment,400.0,Miguel Hidalgo,,
house,729.0,Álvaro Obregón,,
house,,Cuauhtémoc,19.410826,-99.143757
house,167.0,Miguel Hidalgo,19.4552624,-99.1783476
apartment,125.0,Solidaridad,,
apartment,,Álvaro Obregón,19.335144,-99.199574
apartment,,Miguel Hidalgo,,
house,178.0,Coyoacán,19.3437444,-99.1561883
house,1080.0,Álvaro Obregón,19.355921,-99.180214
house,,Gustavo A. Madero,19.48294,-99.096704
house,143.0,Álvaro Obregón,19.3465206,-99.2349122
apartment,,Cuauhtémoc,19.415143,-99.14685
apartment,126.0,Solidaridad,,
house,90.0,Benito Juárez,21.161908,-86.8515279
house,294.0,Benito Juárez,19.3886861823,-99.1582271794
apartment,,Cuauhtémoc,19.446829,-99.159454
house,0.0,Benito Juárez,21.139641,-86.879738
apartment,,Venustiano Carranza,19.443592,-99.121407
apartment,,Miguel Hidalgo,19.456747,-99.189193
house,126.0,Iztapalapa,,
apartment,,Miguel Hidalgo,19.428169,-99.193679
apartment,,Benito Juárez,19.380937,-99.179545
apartment,,Álvaro Obregón,19.366632,-99.1979
house,,Álvaro Obregón,19.332626,-99.199523
apartment,,Cuauhtémoc,19.43895,-99.161234
apartment,,Miguel Hidalgo,,
apartment,,Azcapotzalco,19.486255,-99.214043
apartment,,Álvaro Obregón,19.33705,-99.195769
apartment,50.0,Iztapalapa,19.3579916,-99.0648692
apartment,131.0,Tulum,20.1997998,-87.454707
house,,Gustavo A. Madero,19.497346,-99.089531
house,,Miguel Hidalgo,19.413594,-99.232076
apartment,,Cuauhtémoc,19.452297,-99.138695
apartment,,Benito Juárez,19.371132,-99.173156
house,,Tulum,20.257044,-87.399554
apartment,120.0,Tlalpan,19.3024064,-99.2018433
apartment,201.0,Álvaro Obregón,,
house,,Fresnillo,23.183236,-102.871486
house,,Coyoacán,,
apartment,,Coyoacán,,
house,202.0,Tláhuac,19.3116278,-99.0477689
apartment,,Miguel Hidalgo,23.634501,-102.552788
apartment,,Miguel Hidalgo,,
apartment,,Coyoacán,19.301865,-99.108429
apartment,,Tlalpan,19.281164,-99.20237
apartment,,Gustavo A. Madero,19.518489,-99.129307
apartment,130.0,Benito Juárez,,
house,136.0,Benito Juárez,21.139641,-86.879738
house,480.0,Solidaridad,20.6636260542,-87.0693969727
apartment,,Cuauhtémoc,19.441439,-99.135247
house,585.0,Benito Juárez,21.1063965478,-86.8436649442
apartment,,Álvaro Obregón,,
apartment,,Benito Juárez,19.381598,-99.179926
apartment,58.0,Gustavo A. Madero,19.520075,-99.153229
apartment,0.0,Miguel Hidalgo,,
apartment,,Gustavo A. Madero,19.487275,-99.104992
apartment,,Benito Juárez,19.359666,-99.148122
store,,Venustiano Carranza,19.414261,-99.104118
apartment,,Benito Juárez,21.145968,-86.861373
apartment,0.0,Cuajimalpa de Morelos,19.390415,-99.254997
apartment,,Cuajimalpa de Morelos,,
apartment,140.0,Iztapalapa,19.3364189519,-99.0631735325
apartment,,Gustavo A. Madero,19.510884,-99.140364
house,44.0,Tlalpan,19.297028223,-99.1296601295
apartment,,Benito Juárez,19.370501,-99.139389
apartment,94.0,Benito Juárez,19.3990351,-99.148108
house,,Benito Juárez,19.381179,-99.1728
apartment,,Venustiano Carranza,19.406622,-99.124168
apartment,506.0,Álvaro Obregón,19.357464,-99.207909
apartment,115.0,Cuajimalpa de Morelos,19.3619852,-99.2663861
apartment,,Venustiano Carranza,19.410079,-99.127004
house,296.0,La Magdalena Contreras,19.3259828,-99.232616
apartment,,Venustiano Carranza,19.413758,-99.125533
apartment,,Miguel Hidalgo,19.452419,-99.175058
apartment,,Cuauhtémoc,19.419962,-99.171955
apartment,126.0,Tulum,20.1995778473,-87.4541063798
house,104.0,Álvaro Obregón,19.3361304282,-99.2020529509
house,,Bacalar,18.498185,-88.290723
apartment,,Iztapalapa,19.317698,-99.061256
apartment,,Coyoacán,19.302721,-99.10851
apartment,,Álvaro Obregón,19.333981,-99.233654
house,209.0,Tlalpan,19.301781,-99.20237
apartment,,Benito Juárez,,
house,1000.0,Cuajimalpa de Morelos,19.3328712138,-99.3265222013
apartment,,Tlalpan,19.271467,-99.146309
apartment,43.0,Cuauhtémoc,19.4489428,-99.1458353
apartment,112.0,Cuauhtémoc,19.4061391,-99.1743656
apartment,,Álvaro Obregón,19.384117,-99.205132
apartment,,Venustiano Carranza,19.428152,-99.106194
apartment,80.0,Cuauhtémoc,,
apartment,66.0,Azcapotzalco,19.4653758,-99.1589568
apartment,,Benito Juárez,19.363696,-99.153653
apartment,200.0,Benito Juárez,21.129547,-86.817017
house,,Tlalpan,19.295734,-99.146996
apartment,,Benito Juárez,19.387651,-99.142257
apartment,,Álvaro Obregón,19.384955,-99.227837
apartment,,Benito Juárez,23.634501,-102.552788
house,1002.0,Álvaro Obregón,,
apartment,,Benito Juárez,19.400623,-99.14173
apartment,124.0,Benito Juárez,19.3815906,-99.1653974
apartment,,Tlalpan,19.28008,-99.217066
apartment,0.0,Playa del Carmen,20.6350222984,-87.0685000416
house,,Álvaro Obregón,19.365175,-99.230064
house,,Azcapotzalco,19.474745,-99.204445
house,136.0,Benito Juárez,21.1427900817,-86.8433189392
apartment,165.0,Miguel Hidalgo,19.433077,-99.198212
house,,Gustavo A. Madero,19.474201,-99.083742
house,,Gustavo A. Madero,23.634501,-102.552788
apartment,240.0,Miguel Hidalgo,19.4334659,-99.2041688
apartment,44.0,Cuauhtémoc,19.412155,-99.1348288
apartment,,Álvaro Obregón,19.361385,-99.246689
apartment,,Azcapotzalco,19.511664,-99.207337
apartment,0.0,Solidaridad,20.6332662017,-87.0730876923
apartment,94.0,Playa del Carmen,20.6567795534,-87.0663607121
apartment,,Benito Juárez,19.399818,-99.150869
apartment,,Miguel Hidalgo,,
house,1000.0,Xochimilco,,
apartment,,Cuauhtémoc,19.456439,-99.144414
apartment,,Benito Juárez,19.367065,-99.172099
apartment,92.0,Benito Juárez,19.3794059,-99.1591446
apartment,36.0,Playa del Carmen,20.626583,-87.078659
house,,Tlalpan,19.301835,-99.206377
house,,Iztapalapa,19.318989,-99.094437
apartment,,Álvaro Obregón,19.335033,-99.200347
house,108.0,Benito Juárez,21.1471041,-86.8315128
apartment,,Benito Juárez,,
apartment,,Iztacalco,19.400165,-99.135621
apartment,71.0,Solidaridad,20.6367577411,-87.0684992243
house,,Álvaro Obregón,19.318535,-99.264008
house,160.0,Benito Juárez,21.129547,-86.817017
apartment,,Coyoacán,,
apartment,,Iztacalco,19.391933,-99.068674
apartment,,Benito Juárez,19.380951,-99.13662
apartment,85.0,Álvaro Obregón,19.363242,-99.2824223
apartment,,Azcapotzalco,19.489477,-99.164582
apartment,345.0,Cuajimalpa de Morelos,19.3631419,-99.2880597
apartment,,Álvaro Obregón,19.396247,-99.190282
apartment,0.0,Benito Juárez,19.3815495,-99.1694434
apartment,126.0,Cuajimalpa de Morelos,19.3652115,-99.3016761
apartment,100.0,Solidaridad,20.6137459539,-87.0965194702
apartment,70.0,Tlalpan,19.2790911,-99.2114234
apartment,0.0,Benito Juárez,21.1348471,-86.8720579
apartment,0.0,Benito Juárez,21.1534511,-86.824384
apartment,,Miguel Hidalgo,19.2464696,-99.1013498
apartment,0.0,Benito Juárez,21.139417813,-86.8267214298
house,,Tlalpan,19.271242,-99.160156
apartment,,Iztacalco,19.403836,-99.059832
apartment,0.0,Venustiano Carranza,19.4306069,-99.0949899
apartment,,Benito Juárez,19.362511,-99.166374
house,134.0,Solidaridad,,
apartment,,Álvaro Obregón,19.360821,-99.257774
house,,Gustavo A. Madero,19.507463,-99.121732
apartment,35.0,Cuauhtémoc,19.4517419505,-99.1570790112
apartment,,Benito Juárez,19.364891,-99.148384
apartment,,Benito Juárez,19.372724,-99.137094
apartment,,Miguel Hidalgo,19.437523,-99.17835
apartment,390.0,Cuajimalpa de Morelos,19.3979843077,-99.2580574751
apartment,65.0,Miguel Hidalgo,19.455666,-99.188522
house,,Othón P. Blanco,18.517494,-88.291428
apartment,,Benito Juárez,19.396705,-99.181902
apartment,105.0,Solidaridad,20.626583,-87.078659
apartment,,Coyoacán,19.339707,-99.131065
apartment,103.0,Cuajimalpa de Morelos,19.382275,-99.270241
apartment,,Álvaro Obregón,19.333901,-99.240356
house,0.0,Miguel Hidalgo,19.401079,-99.24807
house,0.0,Benito Juárez,21.1443360962,-86.8278855085
house,139.0,Benito Juárez,21.153109,-86.8247017
apartment,,Playa del Carmen,20.634672,-87.064299
house,650.0,Solidaridad,20.6090319957,-87.0968197637
apartment,,Benito Juárez,19.394358,-99.177444
house,444.0,Tulum,20.3666759132,-87.3401069641
apartment,,Benito Juárez,19.390748,-99.158695
apartment,360.0,Cuajimalpa de Morelos,19.3631419,-99.2880597
apartment,,Solidaridad,20.628993,-87.07053
apartment,,Álvaro Obregón,19.355921,-99.180214
house,,Coyoacán,19.302721,-99.10851
apartment,,Benito Juárez,19.383446,-99.137643
house,993.0,Benito Juárez,,
apartment,72.0,Álvaro Obregón,,
apartment,177.0,Solidaridad,,
house,158.0,Benito Juárez,21.180864,-86.85466
apartment,,Tlalpan,19.281423,-99.141801
house,375.0,Benito Juárez,21.1399481749,-86.8291139603
house,,Tláhuac,19.298681,-99.058802
apartment,,Cuauhtémoc,19.452831,-99.157055
apartment,0.0,Miguel Hidalgo,19.4366477,-99.2004096
apartment,,Cuauhtémoc,19.451244,-99.152434
apartment,,Benito Juárez,,
apartment,,Benito Juárez,19.394358,-99.177444
apartment,59.0,Gustavo A. Madero,19.524143,-99.160149
house,245.0,Gustavo A. Madero,,
apartment,,Benito Juárez,19.391819,-99.188639
house,168.0,Benito Juárez,21.129547,-86.817017
apartment,,Benito Juárez,19.390748,-99.158695
apartment,95.0,Benito Juárez,19.3799182,-99.1837918
house,137.0,Solidaridad,,
apartment,0.0,Benito Juárez,21.1506269327,-86.8197540566
apartment,,Coyoacán,19.302569,-99.167059
apartment,,Cuauhtémoc,19.458118,-99.125557
house,,Cuauhtémoc,19.43036,-99.170346
apartment,,Azcapotzalco,19.51119,-99.19437
apartment,,Cuajimalpa de Morelos,19.3617,-99.287392
apartment,0.0,Miguel Hidalgo,,
apartment,,Benito Juárez,19.388965,-99.171897
house,,Benito Juárez,21.139641,-86.879738
apartment,52.0,Solidaridad,20.6612167636,-87.0956611633
apartment,,Benito Juárez,19.372684,-99.183678
store,,Iztapalapa,19.363572,-99.090313
apartment,,Álvaro Obregón,19.355921,-99.180214
apartment,,Cuauhtémoc,19.460913,-99.12858
apartment,,Cuauhtémoc,19.457911,-99.144234
apartment,389.0,Benito Juárez,19.399121,-99.1414643
apartment,,Benito Juárez,19.402234,-99.152296
apartment,,Benito Juárez,19.373306,-99.146919
apartment,153.0,Solidaridad,20.6295586,-87.0738851
apartment,,Gustavo A. Madero,21.856276,-102.26767
apartment,,Cuauhtémoc,19.417364,-99.159454
apartment,0.0,Benito Juárez,19.372334,-99.190598
apartment,,Azcapotzalco,19.502529,-99.194061
house,250.0,Solidaridad,20.6295586,-87.0738851
apartment,,Álvaro Obregón,19.371342,-99.253616
apartment,,Cuauhtémoc,19.436607,-99.159948
apartment,,Iztapalapa,19.328386,-99.08782
apartment,94.0,Tulum,20.209438,-87.467918
apartment,,Álvaro Obregón,19.323593,-99.216426
house,,Álvaro Obregón,19.340847,-99.22491
house,,Xochimilco,19.279017,-99.120479
store,1500.0,Solidaridad,20.6251933163,-87.0878076553
house,408.0,Solidaridad,20.664374,-87.0675919
apartment,,Benito Juárez,19.375412,-99.144234
apartment,,Cuauhtémoc,19.456439,-99.144414
apartment,,Cuauhtémoc,19.414713,-99.149175
apartment,,Azcapotzalco,19.501421,-99.172919
apartment,,Miguel Hidalgo,19.457982,-99.19269
apartment,,Coyoacán,19.329109,-99.127632
apartment,,Cuauhtémoc,23.634501,-102.552788
apartment,,Benito Juárez,19.399818,-99.150869
apartment,285.0,Miguel Hidalgo,,
apartment,0.0,Tláhuac,,
house,100.0,Solidaridad,,
house,,La Magdalena Contreras,19.331688,-99.222323
apartment,,Playa del Carmen,20.63624,-87.065365
apartment,,Benito Juárez,19.390748,-99.158695
house,,Iztapalapa,19.346603,-99.05383
apartment,,Iztacalco,,
house,,Tabasco,23.634501,-102.552788
apartment,,Azcapotzalco,,
house,,Cancún,21.151917,-86.899796
apartment,,Miguel Hidalgo,19.438316,-99.210794
apartment,,Álvaro Obregón,19.363542,-99.224084
house,,Tlalpan,19.278983,-99.154497
apartment,0.0,Cuajimalpa de Morelos,19.346647,-99.275787
apartment,0.0,Benito Juárez,21.1295466,-86.8170132
apartment,0.0,Coyoacán,19.3339242,-99.158415
apartment,,Coyoacán,19.375299,-99.139692
apartment,,Gustavo A. Madero,19.482024,-99.112712
apartment,56.0,Venustiano Carranza,19.4261250552,-99.0609741211
house,,Cancún,21.12814,-86.87993
apartment,,Benito Juárez,19.372684,-99.183678
apartment,,Venustiano Carranza,19.428152,-99.106194
house,,Álvaro Obregón,,
apartment,3000.0,Solidaridad,20.615842191,-87.0939485729
apartment,,Tlalpan,19.283038,-99.225393
apartment,60.0,Cuauhtémoc,19.4277135821,-99.1460484266
apartment,,Cuauhtémoc,19.438054,-99.126348
house,1000.0,Álvaro Obregón,19.3172544,-99.2037972
apartment,,Miguel Hidalgo,19.3925803,-99.2511366
apartment,,Benito Juárez,19.362511,-99.166374
house,,Azcapotzalco,19.465385,-99.147172
house,,Gustavo A. Madero,19.493973,-99.130394
apartment,0.0,Benito Juárez,21.129547,-86.817017
apartment,,Cuauhtémoc,19.446256,-99.147767
apartment,0.0,Solidaridad,,
apartment,,Cuauhtémoc,19.45178,-99.15709
apartment,194.0,Solidaridad,20.6367803837,-87.0686781406
house,,Miguel Hidalgo,19.422113,-99.181889
apartment,120.0,Cuauhtémoc,,
apartment,0.0,Playa del Carmen,20.6309116543,-87.0721301436
apartment,,Coyoacán,19.306092,-99.113431
apartment,,Benito Juárez,19.383446,-99.137643
apartment,85.0,Benito Juárez,19.394073,-99.153915
apartment,,Benito Juárez,19.396818,-99.137271
apartment,,Benito Juárez,19.39365,-99.14769
house,,Gustavo A. Madero,19.508428,-99.125896
apartment,78.0,Cuajimalpa de Morelos,,
