property_type,price_aprox_usd,surface_total_in_m2,borough,lat,lon
apartment,35247.25,,Iztapalapa,19.292928,-99.064868
apartment,104319.23,,Cuauhtémoc,19.430141,-99.172536
apartment,84502.81,,Benito Juárez,19.39557,-99.132937
house,297722.15,300.0,Coyoacán,19.326078,-99.135953
house,2275000.0,,Benito Juárez,21.166404,-86.807021
house,62992.82,,Gustavo A. Madero,19.497346,-99.089531
house,124369.58,0.0,Solidaridad,20.6227211606,-87.0993175486
apartment,163064.66,,Cuauhtémoc,19.446829,-99.159454
apartment,63223.78,,Cuauhtémoc,19.454082,-99.125206
house,763954.01,570.0,Cuajimalpa de Morelos,19.3960732,-99.2506475
apartment,146924.75,79.0,Tlalpan,,
house,147557.13,,Álvaro Obregón,19.340768,-99.210494
house,142287.24,0.0,Álvaro Obregón,19.3564342,-99.2032629
apartment,103502.59,,Benito Juárez,23.634501,-102.552788
apartment,147522.15,,Álvaro Obregón,19.33923,-99.218987
apartment,426861.72,163.0,Benito Juárez,19.3864346,-99.1594925
apartment,33534.94,,Iztapalapa,19.332034,-99.062028
apartment,74539.41,,Benito Juárez,19.367307,-99.141429
apartment,181768.36,,Tlalpan,19.300642,-99.11401
apartment,37201.39,,Benito Juárez,19.370272,-99.149127
apartment,49051.11,,Miguel Hidalgo,19.450256,-99.195016
apartment,580000.0,0.0,Benito Juárez,21.1321482,-86.8601348
apartment,258163.77,,Cuauhtémoc,19.417364,-99.159454
house,387245.65,,La Magdalena Contreras,19.312578,-99.236298
apartment,390582.44,,Benito Juárez,19.39365,-99.14769
apartment,59332.35,,Cuauhtémoc,19.410553,-99.133858
apartment,48829.92,0.0,Solidaridad,20.6541412589,-87.0876703283
apartment,23010.24,30.0,Iztapalapa,19.342083,-99.0532159
apartment,64281.19,,Álvaro Obregón,19.366505,-99.222297
house,4600000.0,,Miguel Hidalgo,19.410678,-99.234444
house,26349.48,55.0,Iztapalapa,19.3624700335,-99.0579915047
house,316118.9,263.0,Tlalpan,19.2908179,-99.1348925
house,138986.94,,Gustavo A. Madero,19.471301,-99.070833
apartment,40645.77,70.0,Tlalpan,19.2790911,-99.2114234
house,126447.56,,Iztacalco,19.390301,-99.11161
apartment,177026.58,,Benito Juárez,19.378533,-99.187561
apartment,125091.72,,Benito Juárez,19.360389,-99.157155
apartment,342462.14,,Cuauhtémoc,19.411146,-99.182943
apartment,14584.96,44.0,Iztapalapa,,
apartment,94308.8,,Tlalpan,19.298168,-99.113106
apartment,252912.93,79.0,Cuauhtémoc,19.430132,-99.169144
house,125393.83,,Álvaro Obregón,19.341894,-99.224525
apartment,201262.36,,Benito Juárez,19.379495,-99.153411
apartment,1263948.74,418.0,Miguel Hidalgo,19.4292092,-99.1900205
house,420000.0,263.0,Solidaridad,20.613375,-87.089897
apartment,33200.35,,Venustiano Carranza,19.426633,-99.062567
house,632237.8,400.0,Tlalpan,19.2749893,-99.1559855
apartment,147522.15,,Álvaro Obregón,19.33923,-99.218987
apartment,47101.71,,Azcapotzalco,19.49662,-99.185876
apartment,57955.13,,Álvaro Obregón,19.3757,-99.196831
apartment,165474.79,100.0,Álvaro Obregón,19.3605334,-99.2267067
apartment,26071.9,,Álvaro Obregón,19.384117,-99.205132
apartment,105372.96,,Gustavo A. Madero,19.492992,-99.149765
apartment,128487.38,0.0,Benito Juárez,19.380392,-99.14769
apartment,33245.17,65.0,Venustiano Carranza,19.4264083605,-99.0609312057
house,136984.85,,Tláhuac,19.28798,-99.047889
apartment,83180.59,0.0,Tláhuac,19.2990233,-99.0436467
house,90167.95,,Tláhuac,19.306187,-99.055725
apartment,284574.48,0.0,Benito Juárez,19.3609365412,-99.1633604933
house,100104.31,120.0,Benito Juárez,,
apartment,89524.87,,Álvaro Obregón,19.345152,-99.197821
apartment,131400.09,,Tlalpan,19.270165,-99.152404
apartment,70863.32,,Cuauhtémoc,19.450551,-99.156352
house,549000.0,415.0,Solidaridad,20.613375,-87.089897
apartment,49525.29,,Cuauhtémoc,19.423086,-99.145135
apartment,150000.0,225.0,Benito Juárez,21.1777657507,-86.8128826621
apartment,350000.0,194.0,Solidaridad,20.6366598988,-87.0684957504
store,74604.06,,Gustavo A. Madero,19.516777,-99.160149
house,94858.16,220.0,Solidaridad,20.6398406679,-87.0658060318
house,150683.34,,Álvaro Obregón,19.365175,-99.230064
house,143236.95,,Xochimilco,19.276603,-99.137819
apartment,42676.05,,Cuauhtémoc,19.433926,-99.140917
house,181768.36,,Iztapalapa,19.35157,-99.066769
apartment,46644.49,,Iztacalco,,
apartment,42243.5,,Gustavo A. Madero,19.470272,-99.089988
house,118572.7,123.0,Tlalpan,19.2699104,-99.1474799
house,205477.28,300.0,Benito Juárez,21.1473004962,-86.830727309
apartment,47417.83,,Cuauhtémoc,19.414413,-99.147436
apartment,134756.21,,Benito Juárez,19.364891,-99.148384
apartment,142287.24,0.0,Cuajimalpa de Morelos,19.392937,-99.263313
apartment,843183.65,0.0,Miguel Hidalgo,19.43543,-99.19238
apartment,40028.02,,Álvaro Obregón,19.365584,-99.192475
apartment,203555.81,,Benito Juárez,19.381729,-99.164986
apartment,197574.31,,Benito Juárez,23.634501,-102.552788
apartment,245810.23,116.0,Benito Juárez,19.3626004,-99.1577978
store,150000.0,81.0,Cozumel,,
house,224444.42,,Benito Juárez,19.363284,-99.172349
apartment,122408.24,,Benito Juárez,19.397686,-99.161395
apartment,64155.64,,Álvaro Obregón,19.378483,-99.197672
apartment,152827.03,0.0,Benito Juárez,19.394073,-99.153915
apartment,1281000.0,313.0,Miguel Hidalgo,,
apartment,879864.27,200.0,Miguel Hidalgo,19.433173,-99.1863574
house,55239.14,,Coyoacán,19.302656,-99.111725
house,117518.72,170.0,Iztapalapa,19.3338384077,-99.0586721712
apartment,17386.53,,Iztapalapa,19.363469,-99.010141
apartment,23181.63,,Gustavo A. Madero,19.527836,-99.169827
apartment,38817.08,,Cuauhtémoc,19.452297,-99.138695
apartment,948356.7,,Cuauhtémoc,19.410631,-99.174294
house,347813.25,0.0,Álvaro Obregón,19.33923,-99.218987
apartment,310923.97,80.0,Miguel Hidalgo,19.430456,-99.1889121
house,86885.06,,Álvaro Obregón,19.342257,-99.219357
apartment,36138.08,,Cuauhtémoc,19.446915,-99.128639
house,151104.83,,Gustavo A. Madero,19.45624,-99.085806
apartment,489000.0,,Playa del Carmen,20.6327139657,-87.0681577921
apartment,113324.3,0.0,Venustiano Carranza,19.4306069,-99.0949899
house,136405.3,,Álvaro Obregón,19.353288,-99.244721
apartment,41680.96,,Miguel Hidalgo,19.449997,-99.18117
apartment,300911.16,145.0,Benito Juárez,,
apartment,353500.0,11000.0,Benito Juárez,21.1657910092,-86.8191616237
house,579688.75,702.0,Solidaridad,20.6295586,-87.0738851
apartment,59081.04,,Iztapalapa,19.373469,-99.064839
house,1400000.0,,Tulum,20.214543,-87.459216
house,43307.23,,Gustavo A. Madero,19.50864,-99.104091
apartment,340000.0,110.0,Solidaridad,20.6474968824,-87.0579942316
store,237089.17,,Cuauhtémoc,19.413381,-99.13367
house,197621.16,,Benito Juárez,19.369898,-99.170603
apartment,23023.99,,Tlalpan,19.283605,-99.19472
apartment,32138.75,,Venustiano Carranza,19.421296,-99.06582
apartment,100455.58,,Benito Juárez,19.396989,-99.146536
apartment,310923.97,80.0,Miguel Hidalgo,,
house,45321.12,88.0,Solidaridad,,
house,97772.41,,Tlalpan,19.281164,-99.20237
apartment,32474.95,,Coyoacán,19.307754,-99.12497
apartment,141199.77,,Tlalpan,19.286619,-99.152534
apartment,40589.66,,Álvaro Obregón,19.384117,-99.205132
house,1700000.0,1020.0,Miguel Hidalgo,19.401079,-99.24807
apartment,23806.75,,Azcapotzalco,19.492195,-99.182526
apartment,442544.93,0.0,Benito Juárez,19.3832976806,-99.161760807
apartment,63238.77,,Cuauhtémoc,19.458118,-99.125557
apartment,139000.0,0.0,Benito Juárez,21.182353,-86.808626
apartment,128628.4,0.0,Benito Juárez,19.3733676,-99.1337252
store,160000.0,0.0,Solidaridad,20.6635341,-87.0680933
apartment,105820.8,,Benito Juárez,,
house,90093.88,,Benito Juárez,19.379636,-99.187916
house,88618.66,,Iztacalco,19.416204,-99.060354
apartment,1478500.0,0.0,Solidaridad,20.6523823712,-87.0461797714
apartment,52482.9,,La Magdalena Contreras,19.303392,-99.243225
apartment,210581.95,100.0,Miguel Hidalgo,19.4032833,-99.1821858
house,698095.91,,Tlalpan,19.340622,-99.251801
apartment,420000.0,145.0,Miguel Hidalgo,19.420166,-99.220367
apartment,1027630.07,297.0,Miguel Hidalgo,,
apartment,39955.83,,Iztacalco,19.394558,-99.129707
apartment,39524.23,79.0,Gustavo A. Madero,,
apartment,115200.0,0.0,Solidaridad,20.64145914,-87.0757269859
apartment,36138.08,,Cuauhtémoc,19.446915,-99.128639
apartment,43202.91,,Iztacalco,19.410307,-99.065399
house,484830.59,0.0,Álvaro Obregón,19.3399611715,-99.1968870163
house,57955.13,126.0,Iztapalapa,,
apartment,155917.74,,Cuauhtémoc,19.405298,-99.164986
apartment,136984.85,,Benito Juárez,21.138501,-86.831248
apartment,306813.45,155.0,Benito Juárez,,
apartment,52516.51,,Cuauhtémoc,19.439253,-99.163605
apartment,226551.88,,Miguel Hidalgo,19.430766,-99.191251
apartment,97469.99,0.0,Benito Juárez,21.143755,-86.8612012
apartment,196117.7,100.0,Benito Juárez,19.3626004,-99.1577978
apartment,115253.55,55.0,Azcapotzalco,19.4653758,-99.1589568
apartment,36362.29,62.0,Venustiano Carranza,19.425951,-99.061943
apartment,23392.79,,Iztapalapa,19.33427,-99.083374
apartment,142253.5,,Benito Juárez,19.394358,-99.177444
house,392514.3,,La Magdalena Contreras,19.312578,-99.236298
house,106127.01,,Iztapalapa,19.353373,-99.1138
apartment,110641.61,,Benito Juárez,21.143781,-86.827097
apartment,102763.0,70.0,Benito Juárez,19.3934821,-99.137825
house,217981.58,,Xochimilco,19.269556,-99.144673
house,100677.54,115.0,Solidaridad,20.6544441937,-87.0865758508
apartment,110000.0,46.0,Benito Juárez,21.0469806,-86.7826767
apartment,46890.97,,Álvaro Obregón,19.363542,-99.224084
apartment,152790.8,,Benito Juárez,19.380644,-99.179176
apartment,297000.0,,Solidaridad,20.648594,-87.059929
apartment,197146.87,,Benito Juárez,19.380937,-99.179545
apartment,268764.29,,Benito Juárez,19.39365,-99.14769
apartment,81463.84,0.0,Cuauhtémoc,19.4557627884,-99.1635246273
apartment,39251.43,,Cuauhtémoc,19.454722,-99.1573
apartment,837913.75,0.0,Cuajimalpa de Morelos,19.390415,-99.254997
apartment,39514.86,,Benito Juárez,19.387868,-99.142256
apartment,174741.37,100.0,Benito Juárez,,
apartment,136984.85,,Gustavo A. Madero,19.509334,-99.138277
apartment,71126.75,,Cuauhtémoc,19.44661,-99.160309
apartment,53158.18,,Benito Juárez,19.395097,-99.150424
house,194872.68,160.0,Álvaro Obregón,19.3738771434,-99.2007869482
apartment,44189.25,,Benito Juárez,19.382649,-99.143384
apartment,526812.37,190.0,Álvaro Obregón,19.347138,-99.2561697
apartment,79029.72,,Benito Juárez,19.370046,-99.146155
apartment,35510.69,,Azcapotzalco,19.474655,-99.189277
apartment,46954.78,,Álvaro Obregón,19.359901,-99.189606
apartment,309585.77,,Álvaro Obregón,19.355921,-99.180214
apartment,500640.29,0.0,Cuajimalpa de Morelos,,
apartment,268701.06,,Benito Juárez,19.394073,-99.153915
house,101158.04,,Venustiano Carranza,19.444992,-99.108269
apartment,184402.69,,Cuauhtémoc,19.417364,-99.159454
apartment,611308.14,241.0,Miguel Hidalgo,,
house,289844.37,396.0,Benito Juárez,21.0505404202,-86.8503570557
apartment,301174.66,151.0,Benito Juárez,19.394073,-99.153915
house,237089.17,,Gustavo A. Madero,,
apartment,350000.0,221.0,Playa del Carmen,19.993998,-87.1875
house,104664.75,,Benito Juárez,19.363702,-99.153695
apartment,114478.4,,Cuajimalpa de Morelos,,
house,89588.26,0.0,Coyoacán,19.3246591,-99.140855
apartment,63223.78,,Gustavo A. Madero,19.50254,-99.112499
house,99946.25,,Benito Juárez,21.095511,-86.868862
house,384702.54,0.0,Benito Juárez,21.139086,-86.84964
apartment,77975.99,,Benito Juárez,19.376456,-99.145563
apartment,162206.93,,Coyoacán,19.349449,-99.147779
apartment,90884.18,,Miguel Hidalgo,19.445816,-99.170462
apartment,135000.0,52.0,Benito Juárez,21.129547,-86.817017
apartment,52159.61,70.0,Cuauhtémoc,19.4288827,-99.1458327
apartment,420000.0,115.0,Solidaridad,20.6295586,-87.0738851
apartment,28510.14,,Cuauhtémoc,19.450214,-99.125668
apartment,458372.4,,Cuauhtémoc,19.415782,-99.160052
apartment,286000.0,,Solidaridad,20.633216,-87.067243
apartment,48431.1,,Cuauhtémoc,19.457378,-99.125832
apartment,14421.44,,Cancún,21.187961,-86.839487
apartment,35643.0,,Gustavo A. Madero,23.634501,-102.552788
house,237145.4,148.0,Tlalpan,19.279039,-99.142159
apartment,60811.74,,Cuauhtémoc,19.441809,-99.156423
apartment,856358.39,163.0,Miguel Hidalgo,,
house,144922.18,,Gustavo A. Madero,19.451759,-99.054804
apartment,50901.94,0.0,Coyoacán,19.335419,-99.119331
house,86932.69,,Tláhuac,19.267683,-98.994277
apartment,83244.64,,Azcapotzalco,19.439253,-99.163605
apartment,31927.95,,Azcapotzalco,19.490331,-99.207579
apartment,200000.0,,Benito Juárez,20.797201,-86.967773
house,131747.44,,Zacatecas,22.7759,-102.57144
apartment,285824.17,,Cuauhtémoc,19.41498,-99.177444
apartment,242012.67,0.0,Benito Juárez,21.1108615284,-86.853515624
apartment,54267.07,,Venustiano Carranza,19.380078,-99.118137
house,72018.47,,Gustavo A. Madero,,
house,205371.91,,Tlalpan,19.271916,-99.221458
apartment,91674.48,212.0,Solidaridad,20.6207902002,-87.09069103
house,126447.56,121.0,Iztapalapa,19.3398827,-99.0236366
house,184402.69,,Tabasco,23.634501,-102.552788
house,14857.58,,Solidaridad,21.151917,-86.899796
apartment,35475.54,,Miguel Hidalgo,19.455894,-99.18355
house,176541.57,,La Magdalena Contreras,19.317922,-99.236124
apartment,106374.01,,Benito Juárez,,
apartment,161864.91,,Benito Juárez,19.362511,-99.166374
apartment,65612.21,,Cuauhtémoc,19.416195,-99.157971
apartment,328970.71,,Benito Juárez,19.394358,-99.177444
apartment,46715.36,,Tlalpan,,
apartment,458372.4,360.0,Benito Juárez,19.3769448,-99.1651109
apartment,77975.99,,Benito Juárez,19.393042,-99.135072
apartment,26343.24,,Iztacalco,19.392368,-99.06173
apartment,80635.87,,Azcapotzalco,19.472481,-99.182374
apartment,267399.71,,Benito Juárez,19.394358,-99.177444
apartment,39514.86,,Benito Juárez,19.387651,-99.142257
apartment,255590.04,113.0,Benito Juárez,19.394073,-99.153915
house,3650000.0,985.0,Cuajimalpa de Morelos,19.390415,-99.254997
house,237145.4,882.0,Iztapalapa,19.3621340506,-99.0858552663
apartment,209000.0,,Playa del Carmen,20.627402,-87.077502
apartment,885300.0,,Miguel Hidalgo,19.428821,-99.200379
house,115910.26,,Coyoacán,19.30241,-99.109299
house,658581.04,525.0,Tlalpan,19.3048361479,-99.2261016369
house,127764.72,130.0,Benito Juárez,21.1983978,-86.826621
house,131716.2,,Gustavo A. Madero,19.469681,-99.086136
apartment,56416.68,,Álvaro Obregón,19.363351,-99.224119
apartment,240661.32,,Benito Juárez,,
apartment,325523.99,89.0,Cuauhtémoc,19.4096083,-99.1806878
apartment,194939.99,,Cuauhtémoc,19.41498,-99.177444
apartment,113275.94,,Álvaro Obregón,19.389454,-99.19226
apartment,193886.26,,Benito Juárez,19.365035,-99.148422
house,189716.32,,Cuajimalpa de Morelos,19.350303,-99.300117
apartment,180230.5,,Álvaro Obregón,19.382986,-99.241837
apartment,194939.99,60.0,Miguel Hidalgo,19.4431776,-99.2023662
house,152790.8,,Gustavo A. Madero,19.486041,-99.067297
apartment,50052.15,60.0,Cuauhtémoc,19.4540833,-99.1252086
house,83771.5,,Álvaro Obregón,19.337822,-99.246689
apartment,395000.0,,Solidaridad,20.63196,-87.072636
apartment,750000.0,,Miguel Hidalgo,19.433077,-99.198212
apartment,344510.97,121.0,Benito Juárez,19.394358,-99.177444
house,489984.29,,Álvaro Obregón,19.355921,-99.180214
house,294517.44,,Álvaro Obregón,19.33981,-99.216052
apartment,843183.65,0.0,Miguel Hidalgo,19.388153,-99.2569421
house,99524.76,,Gustavo A. Madero,19.499434,-99.111916
apartment,28345.32,,Venustiano Carranza,19.422817,-99.058911
apartment,23498.17,,Iztacalco,19.39527,-99.068478
house,247626.47,,Benito Juárez,21.149204,-86.833328
apartment,45429.02,,Iztacalco,19.398514,-99.130366
apartment,152685.43,,Álvaro Obregón,19.379134,-99.253631
apartment,37210.22,,Benito Juárez,19.370272,-99.149127
house,247685.19,300.0,Benito Juárez,21.129547,-86.817017
apartment,79029.72,,Cuauhtémoc,19.404661,-99.133858
house,650000.0,600.0,Benito Juárez,,
house,1085598.95,800.0,Álvaro Obregón,19.3228543,-99.2059887
house,127815.82,,Benito Juárez,19.401406,-99.156836
apartment,157796.01,,Gustavo A. Madero,19.493973,-99.130394
house,113275.94,110.0,Benito Juárez,21.139641,-86.879738
apartment,259584.62,78.0,Cuauhtémoc,19.417364,-99.159454
apartment,61116.32,,Azcapotzalco,19.480205,-99.17624
apartment,73761.07,,Benito Juárez,19.394628,-99.143842
house,144922.18,160.0,Benito Juárez,21.139086,-86.84964
apartment,156463.26,,Álvaro Obregón,19.341894,-99.224525
apartment,1900000.0,,Miguel Hidalgo,19.4282002,-99.1862648
apartment,310850.25,,Cuajimalpa de Morelos,,
apartment,43729.78,,Álvaro Obregón,19.371745,-99.212281
apartment,310923.97,180.0,Álvaro Obregón,19.32926,-99.270241
apartment,104072.62,,Miguel Hidalgo,19.44324,-99.202084
apartment,107445.33,,Cuauhtémoc,19.408904,-99.174556
apartment,210745.93,,Miguel Hidalgo,19.436516,-99.173988
house,84298.37,,Tláhuac,,
house,748800.0,,Solidaridad,20.503029,-87.222649
house,72707.34,73.0,Coyoacán,19.3156214653,-99.1049972177
apartment,56752.32,0.0,Tláhuac,19.2990233,-99.0436467
house,154792.88,,Álvaro Obregón,19.336767,-99.232971
apartment,126730.81,0.0,Benito Juárez,19.3733676,-99.1337252
apartment,24768.51,,Azcapotzalco,19.465349,-99.150474
apartment,35080.76,,Gustavo A. Madero,19.517343,-99.151154
apartment,169000.0,67.0,Solidaridad,20.6355428988,-87.0701949298
house,837913.75,729.0,La Magdalena Contreras,19.327168,-99.224525
apartment,198628.04,,Benito Juárez,19.380937,-99.179545
apartment,1988000.0,,Miguel Hidalgo,23.634501,-102.552788
house,2800000.0,700.0,Miguel Hidalgo,19.4173649,-99.2130216
apartment,358268.08,,Álvaro Obregón,19.36384,-99.265934
apartment,39567.54,,Miguel Hidalgo,19.456595,-99.20456
apartment,840000.0,0.0,Benito Juárez,21.1902642,-86.8198375
house,153317.66,,Coyoacán,19.317868,-99.130119
house,104343.97,300.0,Benito Juárez,21.129547,-86.817017
house,76764.8,,Gustavo A. Madero,19.461966,-99.093056
apartment,24235.78,,Azcapotzalco,19.504985,-99.208557
apartment,22971.3,,Tlalpan,19.281164,-99.20237
apartment,332662.45,,Cuauhtémoc,19.405298,-99.164986
apartment,51076.22,,Benito Juárez,19.392025,-99.135302
apartment,40832.02,,Cuauhtémoc,19.445486,-99.142376
house,210745.93,160.0,Coyoacán,19.3073868643,-99.104847014
apartment,2600000.0,,Miguel Hidalgo,19.389926,-99.25315
apartment,89567.02,,Benito Juárez,19.368568,-99.15031
house,407319.2,,Benito Juárez,19.390018,-99.188519
house,49258.7,,Venustiano Carranza,19.410177,-99.08268
apartment,51118.0,,Gustavo A. Madero,19.499001,-99.093602
apartment,20811.16,,Coyoacán,19.311038,-99.101601
apartment,73761.07,,Benito Juárez,19.394628,-99.143842
apartment,141510.62,,Tlalpan,19.277583,-99.148469
house,158059.45,,Cuajimalpa de Morelos,23.634501,-102.552788
apartment,32033.38,,Benito Juárez,19.385144,-99.142575
apartment,950000.0,240.0,Miguel Hidalgo,,
apartment,215000.0,65.0,Playa del Carmen,21.134224,-86.827522
house,274034.68,420.0,Benito Juárez,21.139086,-86.84964
apartment,49537.03,,Cuauhtémoc,19.418573,-99.145958
house,19005.85,,Coyoacán,19.326115,-99.109844
apartment,64488.25,,Benito Juárez,19.366738,-99.14554
apartment,106953.56,,Coyoacán,19.328957,-99.13956
apartment,42412.61,,Cuauhtémoc,19.461256,-99.133059
house,331924.84,,Benito Juárez,21.162626,-86.834587
apartment,106644.23,,Álvaro Obregón,19.386852,-99.194748
apartment,166344.0,0.0,Solidaridad,20.626583,-87.078659
house,37000.0,,Tulum,20.210958,-87.454256
apartment,115910.26,,Benito Juárez,19.38512,-99.164668
apartment,103212.82,64.0,Benito Juárez,19.3731987,-99.1469564
house,310850.25,,Benito Juárez,19.381729,-99.164986
apartment,118070.41,,Benito Juárez,19.39557,-99.132937
house,1001043.19,778.0,Tlalpan,19.2984301,-99.1990279
apartment,263056.39,2397.0,Benito Juárez,21.1110732141,-86.8539552391
apartment,144624.39,,Azcapotzalco,19.469769,-99.157379
apartment,26349.48,52.0,Iztapalapa,,
apartment,75868.53,,Benito Juárez,19.400623,-99.14173
house,110050.31,,Iztacalco,19.396669,-99.067626
house,553339.27,550.0,La Magdalena Contreras,19.3189618,-99.2266013
apartment,226551.88,225.0,Benito Juárez,21.0547697408,-86.8551439348
house,55320.8,,Tabasco,23.634501,-102.552788
house,310850.25,,Coyoacán,19.308484,-99.108158
apartment,221681.01,,Benito Juárez,19.403334,-99.157755
house,252955.09,353.0,La Magdalena Contreras,19.299112,-99.254997
house,714955.58,489.0,Tlalpan,19.287188,-99.170525
house,51790.81,,Iztapalapa,19.317437,-99.091222
apartment,354740.9,0.0,Cuauhtémoc,19.41498,-99.177444
house,67454.69,160.0,Benito Juárez,21.137991,-86.870964
house,163328.09,,Iztacalco,19.382139,-99.127632
house,100104.31,159.0,Benito Juárez,21.1560588,-86.8486808
apartment,168849.64,,Benito Juárez,19.394073,-99.153915
house,194571.18,0.0,Benito Juárez,21.1654433328,-86.8198013306
apartment,4500000.0,630.0,Cuajimalpa de Morelos,19.390415,-99.254997
apartment,29571.34,,Iztacalco,19.383958,-99.101064
apartment,168636.73,90.0,Benito Juárez,19.3701781,-99.1893281
apartment,75375.18,,Azcapotzalco,19.465454,-99.162665
apartment,97390.96,,Cuauhtémoc,19.42196,-99.174559
house,421591.82,430.0,Álvaro Obregón,19.3605334,-99.2267067
apartment,258163.77,,Benito Juárez,19.376792,-99.153132
apartment,175000.0,214.0,Solidaridad,20.6133752,-87.0898943
house,258926.82,,Benito Juárez,19.391253,-99.168867
apartment,108007.29,,Álvaro Obregón,19.386852,-99.194748
house,816640.49,,Álvaro Obregón,19.387308,-99.240573
apartment,30031.29,,Gustavo A. Madero,19.46731,-99.133163
apartment,236891.6,,Cuauhtémoc,19.409369,-99.171906
apartment,46469.47,,Álvaro Obregón,19.363542,-99.224084
house,287508.02,,Benito Juárez,19.3868,-99.18041
apartment,1400000.0,,Miguel Hidalgo,,
apartment,125800.0,,Playa del Carmen,,
apartment,56702.94,,Cuauhtémoc,19.428767,-99.1459
apartment,65858.1,,Iztacalco,19.402516,-99.135256
apartment,221283.23,,Álvaro Obregón,,
apartment,82574.89,0.0,Tláhuac,19.2990233,-99.0436467
apartment,210795.91,122.0,Benito Juárez,19.368544,-99.163605
apartment,62380.79,,Cuauhtémoc,19.441234,-99.136622
store,74832.54,250.0,Benito Juárez,21.16914,-86.864693
house,53740.21,148.0,Tláhuac,19.2986762325,-99.0586825088
apartment,61626.9,,Benito Juárez,19.39942,-99.141673
apartment,363297.43,,Benito Juárez,19.394073,-99.153915
house,98766.82,,Gustavo A. Madero,19.466261,-99.069832
apartment,87443.75,,Benito Juárez,19.364287,-99.153555
house,131716.2,,Chetumal,18.52875,-88.296287
apartment,131747.44,65.0,Cuauhtémoc,19.4041631,-99.1627638
apartment,21338.02,,Cuauhtémoc,19.446313,-99.14006
house,127237.85,,Coyoacán,19.312417,-99.122877
house,237089.17,2500.0,Benito Juárez,21.0969812,-86.8566363
apartment,242357.82,108.0,Benito Juárez,19.3923907,-99.1580693
apartment,42159.18,,Álvaro Obregón,19.387764,-99.205826
house,1850000.0,,Benito Juárez,21.129547,-86.817017
apartment,2426000.0,,Miguel Hidalgo,19.435289,-99.194838
house,606038.24,564.0,Gustavo A. Madero,,
apartment,521719.88,0.0,Cuauhtémoc,19.4331064,-99.1548085
apartment,750000.0,,Playa del Carmen,20.6368958483,-87.0635095239
apartment,203896.69,,Benito Juárez,19.400004,-99.16735
apartment,32763.77,,Tláhuac,19.29707,-99.051074
apartment,27081.01,,Venustiano Carranza,19.452689,-99.117987
apartment,150000.0,180.0,Solidaridad,20.648594,-87.059929
apartment,191778.8,0.0,Benito Juárez,19.3725338,-99.1762997
apartment,37049.13,,Xochimilco,,
apartment,62170.05,,Miguel Hidalgo,19.410419,-99.194748
apartment,187037.01,,Álvaro Obregón,19.33923,-99.218987
apartment,121355.2,0.0,Cuauhtémoc,19.4556947061,-99.1635761259
house,100104.31,,Iztapalapa,19.346499,-99.022013
apartment,131747.44,,Benito Juárez,19.390748,-99.158695
house,44783.51,97.0,Solidaridad,20.6530650471,-87.0799494535
house,248739.17,203.0,Cuauhtémoc,19.412235,-99.129707
apartment,67175.26,,Venustiano Carranza,19.428152,-99.106194
apartment,123842.59,0.0,Gustavo A. Madero,19.4773073,-99.1190718
apartment,267500.64,87.0,Benito Juárez,19.3748625,-99.1581747
apartment,57968.87,63.0,Cuauhtémoc,19.4555235,-99.1331631
house,425000.0,440.0,Benito Juárez,21.161908,-86.8515279
apartment,495463.43,,Miguel Hidalgo,19.443178,-99.20237
apartment,31980.69,57.0,Venustiano Carranza,19.4245061583,-99.0594291687
house,163893.82,,Álvaro Obregón,19.345656,-99.238336
house,439000.0,263.0,Solidaridad,20.6111664694,-87.0989296172
apartment,52686.48,,Miguel Hidalgo,19.453697,-99.180085
apartment,131716.2,,Gustavo A. Madero,19.463133,-99.12619
apartment,106918.42,,Cuauhtémoc,19.408904,-99.174556
apartment,387245.65,,Miguel Hidalgo,19.437991,-99.188609
apartment,102738.64,,Miguel Hidalgo,19.46202,-99.188347
apartment,58640.21,,Benito Juárez,19.365843,-99.149901
apartment,68668.03,,Miguel Hidalgo,19.401934,-99.172434
house,247626.47,400.0,Benito Juárez,21.1441847,-86.8468258
apartment,75390.36,,Azcapotzalco,19.472481,-99.182374
house,384611.33,636.0,Benito Juárez,21.158964,-86.845937
apartment,243590.85,,Benito Juárez,,
apartment,24421.23,,Cuauhtémoc,19.410904,-99.144807
apartment,495463.43,,Miguel Hidalgo,19.443178,-99.20237
apartment,48192.32,,Benito Juárez,19.383446,-99.137643
apartment,136984.85,,Benito Juárez,19.367424,-99.185753
apartment,47417.83,,Gustavo A. Madero,19.473001,-99.087491
apartment,331503.35,,Cuajimalpa de Morelos,,
apartment,77141.75,,Azcapotzalco,19.484532,-99.207027
house,118544.58,,Gustavo A. Madero,19.496314,-99.097663
apartment,1068000.0,178.0,Miguel Hidalgo,,
house,109061.02,,Miguel Hidalgo,19.450195,-99.16568
house,1685967.48,835.0,Miguel Hidalgo,19.4010793,-99.2480728
apartment,28768.55,,Iztapalapa,19.350145,-99.086731
apartment,163222.72,,Cuauhtémoc,19.415094,-99.155116
apartment,147522.15,,Álvaro Obregón,19.33923,-99.218987
apartment,47681.26,,Miguel Hidalgo,19.457982,-99.19269
apartment,65873.72,89.0,Benito Juárez,21.1773908,-86.817981
apartment,46100.67,,Venustiano Carranza,19.432399,-99.119672
house,46929.38,,Gustavo A. Madero,,
